Orthogroup	Arabidopsis_thaliana	Lotus_japonicus
OG0004308	AT2G15790	LotjaGi1g1v0329100, LotjaGi4g1v0107700
OG0004311	AT4G26130, AT5G56980	LotjaGi4g1v0309600, LotjaGi6g1v0231600
OG0004312	AT5G10720, AT5G10680	LotjaGi5g1v0050100, LotjaGi1g1v0373800
OG0004313	AT4G32530, AT2G25610	LotjaGi5g1v0061800
OG0004314	AT3G51650, AT3G51640	LotjaGi1g1v0453500, LotjaGi1g1v0454300
OG0004315	AT1G79380	LotjaGi3g1v0131800, LotjaGi3g1v0296000
OG0004316	AT2G46300, AT4G01110	LotjaGi1g1v0789700
OG0004317	AT1G61030, AT1G11060	LotjaGi4g1v0054000, LotjaGi6g1v0334600_LC, LotjaGi6g1v0334700
OG0004318	AT3G48590, AT5G63470	LotjaGi1g1v0338400
OG0004319	AT4G03250	LotjaGi1g1v0049300
OG0004320	AT5G24450, AT3G49410	LotjaGi2g1v0357200, LotjaGi2g1v0088000
OG0004321	AT1G11880	LotjaGi2g1v0367300, LotjaGi1g1v0112800
OG0004322	AT1G30120, AT2G34590	LotjaGi4g1v0360000, LotjaGi6g1v0310500
OG0004324	AT4G23460, AT4G11380	LotjaGi3g1v0534900
OG0004325	AT3G61590	LotjaGi1g1v0788700, LotjaGi3g1v0389900, LotjaGi3g1v0390000
OG0004326	AT5G27820	LotjaGi1g1v0007400, LotjaGi2g1v0191300, LotjaGi3g1v0435100
OG0004327	AT4G31160	LotjaGi1g1v0391500, LotjaGi1g1v0391400, LotjaGi5g1v0063600
OG0004328	AT5G59570, AT3G46640	LotjaGi3g1v0490000
OG0004329	AT1G12240, AT1G62660	LotjaGi4g1v0208900, LotjaGi2g1v0425800
OG0004330	AT3G22860, AT3G56150	LotjaGi5g1v0284500, LotjaGi1g1v0742700
OG0004331	AT5G22430, AT2G27385	LotjaGi3g1v0475500, LotjaGi3g1v0178100
OG0004332	AT2G30970	LotjaGi3g1v0253000
OG0004333	AT5G50710, AT5G50610	LotjaGi4g1v0418600
OG0004334	AT4G14342	LotjaGi4g1v0388700
OG0004335	AT1G11790	LotjaGi4g1v0013900, LotjaGi3g1v0187700
OG0004336	AT5G13480	LotjaGi3g1v0319700
OG0004337	AT3G59290, AT2G43160	LotjaGi5g1v0364500_LC, LotjaGi1g1v0553000
OG0004338	AT3G15890, AT1G52540	LotjaGi3g1v0008300
OG0004339	AT3G54470	LotjaGi3g1v0320200, LotjaGi3g1v0111900
OG0004340	AT5G47690	LotjaGi1g1v0438100_LC, LotjaGi6g1v0282400, LotjaGi4g1v0005800
OG0004341	AT3G46540	LotjaGi3g1v0283200, LotjaGi2g1v0373100
OG0004342	AT5G08130	LotjaGi4g1v0257500
OG0004343	AT2G37730	LotjaGi1g1v0579000
OG0004344	AT2G39480, AT3G55320	LotjaGi5g1v0357500, LotjaGi1g1v0534000
OG0004345	AT5G64330	LotjaGi4g1v0038600, LotjaGi6g1v0350200
OG0004346	AT3G04040, AT5G18250	LotjaGi3g1v0477200
OG0004347	AT1G65970, AT1G65980, AT1G60740	LotjaGi2g1v0219400
OG0004348	AT2G26140	LotjaGi1g1v0367200_LC, LotjaGi1g1v0367700_LC, LotjaGi1g1v0367100
OG0004349	AT1G79510, AT1G16320	LotjaGi3g1v0298700, LotjaGi3g1v0133200
OG0004350	AT1G34355	LotjaGi2g1v0098000_LC
OG0004351	AT1G70140, AT1G24150	LotjaGi4g1v0176500, LotjaGi2g1v0313100
OG0004352	AT5G46110	LotjaGi4g1v0061600
OG0004353	AT1G17750, AT1G73080	LotjaGi3g1v0001200
OG0004354	AT5G03670	LotjaGi5g1v0092300, LotjaGi1g1v0679200
OG0004355	AT5G55670	LotjaGi6g1v0143100
OG0004356	AT4G01950, AT1G02390	LotjaGi1g1v0757700, LotjaGi5g1v0242700
OG0004357	AT4G31420, AT2G24500	LotjaGi5g1v0065800
OG0004358	AT5G41410	LotjaGi4g1v0429300, LotjaGi2g1v0435500
OG0004359	AT3G29320	LotjaGi4g1v0088400, LotjaGi2g1v0265100
OG0004360	AT4G03160, AT1G20600, AT4G03170	LotjaGi1g1v0689300_LC
OG0004361	AT4G00450	LotjaGi1g1v0476500, LotjaGi3g1v0383600
OG0004362	AT3G04030, AT5G18240	LotjaGi3g1v0176800
OG0004363	AT5G64070, AT5G09350	LotjaGi1g1v0318700, LotjaGi4g1v0409200
OG0004365	AT1G18000, AT1G18010	LotjaGi1g1v0753500, LotjaGi1g1v0302100
OG0004366	AT4G28940	LotjaGi1g1v0402200_LC, LotjaGi2g1v0219600, LotjaGi1g1v0403800, LotjaGi1g1v0407000
OG0004367	AT2G35480, AT1G32260	LotjaGi2g1v0335700
OG0004368	AT5G15380, AT5G14620	LotjaGi3g1v0172800
OG0004369	AT5G35160	LotjaGi4g1v0283200
OG0004370	AT3G27090	LotjaGi1g1v0624500
OG0004371	AT5G28640	LotjaGi5g1v0210700, LotjaGi1g1v0783300
OG0004372	AT3G42560	LotjaGi3g1v0502400
OG0004372	AT5G36300	LotjaGi2g1v0446600
OG0004374	AT3G03000, AT1G32250	LotjaGi4g1v0168900
OG0004375	AT2G38480	LotjaGi3g1v0201500, LotjaGi3g1v0201700, LotjaGi1g1v0449300
OG0004376	AT5G13180	LotjaGi1g1v0555200
OG0004377	AT4G15210, AT2G32290	LotjaGi3g1v0192600
OG0004378	AT5G15680	LotjaGi2g1v0272100
OG0004379	AT1G69580	LotjaGi2g1v0302500
OG0004380	AT1G32470	LotjaGi2g1v0415700
OG0004381	AT5G48220	LotjaGi1g1v0070800
OG0004382	AT1G77210	LotjaGi2g1v0222000, LotjaGi4g1v0451500, LotjaGi4g1v0446900, LotjaGi4g1v0447000
OG0004384	AT1G29750	LotjaGi4g1v0381400
OG0004385	AT5G30495, AT1G54770	LotjaGi4g1v0098100, LotjaGi6g1v0254200
OG0004386	AT5G23540	LotjaGi5g1v0025800, LotjaGi6g1v0316900
OG0004387	AT1G67900	LotjaGi2g1v0325200, LotjaGi4g1v0159000
OG0004388	AT5G17060, AT3G03120	LotjaGi2g1v0448800, LotjaGi3g1v0538400
OG0004389	AT3G24460, AT4G13345	LotjaGi2g1v0213200, LotjaGi4g1v0450600
OG0004390	AT3G19250, AT3G19330	LotjaGi1g1v0634500, LotjaGi2g1v0105700
OG0004392	AT4G28840, AT2G20080	LotjaGi2g1v0220700
OG0004393	AT5G39420	LotjaGi2g1v0262100
OG0004394	AT4G21540, AT4G21534	LotjaGi6g1v0338600
OG0004395	AT1G48540, AT3G17920	LotjaGi4g1v0465000
OG0004396	AT1G06220, AT5G25230	LotjaGi4g1v0282200
OG0004397	AT5G26360	LotjaGi2g1v0168600
OG0004398	AT5G64790	LotjaGi1g1v0312600, LotjaGi4g1v0404400
OG0004399	AT1G28160, AT5G13910	LotjaGi1g1v0636100
OG0004401	AT5G54100, AT4G27585	LotjaGi1g1v0301700
OG0004402	AT5G01360	LotjaGi1g1v0443000
OG0004404	AT1G56580, AT1G09310	LotjaGi1g1v0748500
OG0004405	AT3G25040	LotjaGi1g1v0588200
OG0004406	AT5G26110, AT1G08120	LotjaGi6g1v0106200, LotjaGi2g1v0229700, LotjaGi3g1v0041800
OG0004407	AT3G49601	LotjaGi1g1v0797800
OG0004408	AT4G39960, AT2G22360	LotjaGi2g1v0114200, LotjaGi6g1v0093400, LotjaGi6g1v0093000_LC
OG0004409	AT2G20280	LotjaGi5g1v0072900
OG0004410	AT1G08190	LotjaGi3g1v0170300, LotjaGi3g1v0482300
OG0004411	AT3G42850	LotjaGi5g1v0126900
OG0004412	AT2G35430, AT1G32360	LotjaGi4g1v0169400
OG0004413	AT3G27580	LotjaGi1g1v0611400, LotjaGi2g1v0241100
OG0004414	AT2G37670, AT5G02430	LotjaGi3g1v0231100
OG0004415	AT1G19640	LotjaGi5g1v0012900
OG0004416	AT1G26110	LotjaGi5g1v0268600, LotjaGi2g1v0282700
OG0004417	AT3G17770, AT1G48430	LotjaGi2g1v0188200, LotjaGi2g1v0189200_LC, LotjaGi5g1v0083100_LC
OG0004418	AT5G35960	LotjaGi5g1v0260300, LotjaGi1g1v0732200
OG0004419	AT2G28590, AT1G07870	LotjaGi2g1v0365600, LotjaGi3g1v0275400
OG0004420	AT5G14540, AT3G01560	LotjaGi2g1v0241800
OG0004421	AT5G19500	LotjaGi1g1v0053400
OG0004422	AT5G01720	LotjaGi3g1v0201900
OG0004423	AT4G25680, AT4G25660	LotjaGi2g1v0123600
OG0004424	AT4G18990, AT1G32170	LotjaGi2g1v0337300
OG0004425	AT1G70060, AT1G24190	LotjaGi4g1v0176600, LotjaGi2g1v0004400_LC, LotjaGi2g1v0312500
OG0004426	AT3G45810	LotjaGi1g1v0581800
OG0004427	AT5G19730	LotjaGi4g1v0444500, LotjaGi2g1v0225600
OG0004429	AT1G26810	LotjaGi2g1v0302800, LotjaGi2g1v0007500_LC
OG0004430	AT5G01075	LotjaGi3g1v0364300_LC, LotjaGi6g1v0178800, LotjaGi1g1v0158900
OG0004431	AT1G56423	LotjaGi5g1v0230000, LotjaGi1g1v0748200
OG0004432	AT4G19110, AT5G45430	LotjaGi4g1v0145400, LotjaGi2g1v0342500
OG0004433	AT4G17360, AT5G47435	LotjaGi4g1v0202000
OG0004434	AT5G49555	LotjaGi1g1v0416500, LotjaGi4g1v0117400_LC, LotjaGi1g1v0416700, LotjaGi4g1v0117200
OG0004436	AT1G17940, AT1G73390	LotjaGi5g1v0198900, LotjaGi2g1v0174000
OG0004437	AT3G07800	LotjaGi6g1v0285000
OG0004438	AT2G43240, AT3G59360	LotjaGi5g1v0363200
OG0004440	AT3G19740, AT1G50140	LotjaGi3g1v0528000, LotjaGi3g1v0310600, LotjaGi2g1v0369700_LC
OG0004441	AT2G34380, AT1G29760	LotjaGi4g1v0381300
OG0004442	AT5G48640, AT5G48630	LotjaGi1g1v0591800
OG0004443	AT1G63050, AT1G12640	LotjaGi4g1v0220100
OG0004444	AT5G03905	LotjaGi1g1v0675900, LotjaGi1g1v0741100
OG0004445	AT5G28840	LotjaGi1g1v0780800, LotjaGi5g1v0213200
OG0004446	AT1G04635	LotjaGi1g1v0127900
OG0004448	AT1G71210	LotjaGi4g1v0421100, LotjaGi1g1v0054300
OG0004449	AT1G21550	LotjaGi1g1v0162300
OG0004451	AT3G17950	LotjaGi4g1v0464800, LotjaGi2g1v0195800
OG0004452	AT1G22870, AT1G71410	LotjaGi3g1v0054400
OG0004453	AT3G42050	LotjaGi4g1v0114200, LotjaGi2g1v0394900
OG0004454	AT1G02970	LotjaGi1g1v0767000
OG0004455	AT5G08560	LotjaGi1g1v0046500
OG0004456	AT5G20720	LotjaGi6g1v0222000
OG0004457	AT1G74088, AT1G18580	LotjaGi4g1v0256900, LotjaGi1g1v0210400
OG0004458	AT3G51230, AT5G66230	LotjaGi4g1v0127700
OG0004459	AT1G66230	LotjaGi1g1v0094700, LotjaGi6g1v0056100
OG0004460	AT3G10490, AT3G10480	LotjaGi5g1v0254300
OG0004461	AT1G75700, AT5G42560	LotjaGi5g1v0006800, LotjaGi5g1v0272100
OG0004462	AT3G04590, AT5G28590	LotjaGi5g1v0206200, LotjaGi1g1v0786400
OG0004463	AT1G75060, AT1G19330	LotjaGi1g1v0417700, LotjaGi5g1v0018700
OG0004464	AT3G08020	LotjaGi3g1v0550500, LotjaGi3g1v0550400
OG0004466	AT4G06536, AT4G06534	LotjaGi5g1v0029000, LotjaGi1g1v0357200
OG0004467	AT3G02410, AT5G15860	LotjaGi2g1v0057200
OG0004468	AT1G50280, AT3G19850	LotjaGi2g1v0017600, LotjaGi3g1v0525300
OG0004469	AT1G61670	LotjaGi3g1v0051000, LotjaGi1g1v0132100
OG0004470	AT2G30090	LotjaGi6g1v0116200, LotjaGi1g1v0116600
OG0004471	AT5G55530	LotjaGi1g1v0021300, LotjaGi6g1v0149800
OG0004472	AT2G43010, AT3G59060	LotjaGi6g1v0184600
OG0004473	AT5G45770, AT4G18760	LotjaGi4g1v0378900_LC, LotjaGi6g1v0320500
OG0004474	AT5G40740	LotjaGi1g1v0618900, LotjaGi2g1v0083700
OG0004475	AT4G24040	LotjaGi4g1v0438200
OG0004476	AT4G24204	LotjaGi5g1v0031800
OG0004477	AT3G24570	LotjaGi4g1v0449100, LotjaGi1g1v0226100
OG0004478	AT2G45720	LotjaGi1g1v0469200, LotjaGi3g1v0376200
OG0004479	AT1G03130, AT4G02770	LotjaGi5g1v0314800
OG0004480	AT4G00460, AT1G01700	LotjaGi1g1v0476400, LotjaGi3g1v0383300
OG0004481	AT3G15810, AT1G80120	LotjaGi3g1v0356300, LotjaGi3g1v0008700
OG0004482	AT5G17910	LotjaGi1g1v0652200
OG0004483	AT1G48780, AT3G18300	LotjaGi5g1v0053700, LotjaGi2g1v0205300
OG0004484	AT1G47570	LotjaGi4g1v0416200
OG0004485	AT4G08330	LotjaGi1g1v0159400, LotjaGi1g1v0260600
OG0004486	AT2G33340, AT1G04510	LotjaGi6g1v0008600
OG0004487	AT5G03280	LotjaGi1g1v0690600, LotjaGi5g1v0079800
OG0004488	AT4G30250, AT5G57480, AT4G25835	LotjaGi4g1v0300200
OG0004489	AT5G50850	LotjaGi1g1v0801200
OG0004490	AT3G53370, AT3G09735	LotjaGi1g1v0692500
OG0004491	AT1G79010, AT1G16700	LotjaGi2g1v0191800
OG0004492	AT1G73200, AT1G17820	LotjaGi2g1v0169800
OG0004493	AT1G30755	LotjaGi1g1v0429400, LotjaGi5g1v0005300
OG0004494	AT1G18620, AT1G74160	LotjaGi1g1v0212800
OG0004495	AT5G04220	LotjaGi5g1v0273300
OG0004496	AT5G05840	LotjaGi6g1v0068800
OG0004497	AT4G25720	LotjaGi2g1v0124200
OG0004498	AT5G14130	LotjaGi1g1v0624800
OG0004499	AT2G35010, AT1G31020	LotjaGi4g1v0021100
OG0004500	AT5G03415	LotjaGi1g1v0205100, LotjaGi4g1v0140500, LotjaGi1g1v0205000
OG0004501	AT4G39610, AT2G21990	LotjaGi1g1v0311600
OG0004502	AT4G25960, AT1G10680	LotjaGi5g1v0336600, LotjaGi2g1v0334800
OG0004503	AT2G35880	LotjaGi1g1v0739700
OG0004504	AT1G73620, AT1G18250	LotjaGi4g1v0463800
OG0004505	AT1G79090	LotjaGi3g1v0140100, LotjaGi3g1v0034800
OG0004506	AT1G53570	LotjaGi4g1v0409600, LotjaGi1g1v0319100
OG0004507	AT3G03770	LotjaGi1g1v0647200
OG0004508	AT5G67350	LotjaGi4g1v0097900
OG0004509	AT4G14420	LotjaGi1g1v0710600
OG0004510	AT2G17570	LotjaGi4g1v0136300
OG0004511	AT5G59410, AT2G29020	LotjaGi2g1v0374200
OG0004512	AT3G12020, AT5G06670	LotjaGi1g1v0278200
OG0004513	AT5G21950, AT4G33180	LotjaGi1g1v0371800
OG0004514	AT2G25920	LotjaGi5g1v0246800
OG0004515	AT2G27260	LotjaGi3g1v0181500
OG0004517	AT1G14280, AT2G02950	LotjaGi2g1v0304500
OG0004518	AT1G09320	LotjaGi5g1v0231900
OG0004519	AT5G66520	LotjaGi5g1v0231400
OG0004520	AT1G77340, AT5G65560	LotjaGi2g1v0328600
OG0004521	AT5G47100	LotjaGi2g1v0418600, LotjaGi4g1v0194200
OG0004522	AT1G08845	LotjaGi4g1v0153450, LotjaGi3g1v0105800
OG0004523	AT3G20500	LotjaGi1g1v0032700, LotjaGi6g1v0166700
OG0004524	AT3G02930, AT5G16730	LotjaGi3g1v0541500
OG0004525	AT1G21190, AT1G76860	LotjaGi1g1v0598200, LotjaGi2g1v0132800
OG0004526	AT5G40650, AT3G27380	LotjaGi1g1v0617600, LotjaGi1g1v0616900, LotjaGi1g1v0218600_LC
OG0004527	AT2G35680	LotjaGi4g1v0200000
OG0004528	AT3G18290	LotjaGi2g1v0205100, LotjaGi4g1v0453800
OG0004530	AT4G02450	LotjaGi1g1v0765700
OG0004531	AT1G13180	LotjaGi4g1v0391400
OG0004532	AT4G29720	LotjaGi6g1v0231900
OG0004533	AT1G79430	LotjaGi3g1v0132600
OG0004534	AT2G36330, AT5G62820	LotjaGi1g1v0181300, LotjaGi4g1v0235000
OG0004535	AT3G02040	LotjaGi1g1v0629200, LotjaGi4g1v0307600_LC
OG0004536	AT4G37900, AT2G22660	LotjaGi1g1v0134200
OG0004537	AT5G07180, AT5G62230	LotjaGi5g1v0308600
OG0004538	AT1G18460	LotjaGi4g1v0451200, LotjaGi2g1v0211900
OG0004539	AT2G23200	LotjaGi4g1v0099300
OG0004540	AT2G27170	LotjaGi1g1v0060800
OG0004541	AT1G71220	LotjaGi6g1v0360400_LC, LotjaGi2g1v0358100_LC, LotjaGi6g1v0360500
OG0004542	AT4G25610	LotjaGi5g1v0298600, LotjaGi2g1v0140000
OG0004544	AT5G40200	LotjaGi4g1v0238700
OG0004545	AT2G28550	LotjaGi2g1v0365100, LotjaGi3g1v0270400
OG0004546	AT5G14050	LotjaGi1g1v0785400, LotjaGi6g1v0348200_LC
OG0004547	AT3G07050	LotjaGi6g1v0178700, LotjaGi5g1v0045600
OG0004548	AT1G08510	LotjaGi1g1v0203200, LotjaGi4g1v0264500
OG0004549	AT1G46264	LotjaGi1g1v0355900
OG0004550	AT2G04630, AT5G51940	LotjaGi1g1v0057700, LotjaGi2g1v0343700
OG0004551	AT1G52420, AT3G15940	LotjaGi3g1v0015300
OG0004552	AT4G28530	LotjaGi1g1v0707800, LotjaGi5g1v0158000
OG0004553	AT1G09390, AT1G56670	LotjaGi1g1v0749300
OG0004554	AT2G29570, AT1G07370	LotjaGi6g1v0134900
OG0004555	AT2G26430	LotjaGi3g1v0053000
OG0004556	AT3G13750	LotjaGi3g1v0025600
OG0004557	AT4G02340	LotjaGi1g1v0763700
OG0004558	AT2G34260	LotjaGi1g1v0420200
OG0004559	AT1G69588	LotjaGi4g1v0249300
OG0004560	AT1G65910	LotjaGi6g1v0052300
OG0004561	AT1G75130	LotjaGi3g1v0003000, LotjaGi2g1v0063300, LotjaGi2g1v0063400_LC
OG0004562	AT4G00440	LotjaGi1g1v0476700, LotjaGi3g1v0383700
OG0004563	AT5G47040	LotjaGi4g1v0191600, LotjaGi2g1v0417300
OG0004564	AT3G56450, AT3G56190	LotjaGi6g1v0082300, LotjaGi1g1v0072400
OG0004565	AT5G35740	LotjaGi4g1v0007700
OG0004566	AT5G47030	LotjaGi3g1v0071200
OG0004567	AT1G76020, AT1G20225	LotjaGi2g1v0279200_LC
OG0004568	AT3G60670	LotjaGi1g1v0602400
OG0004569	AT1G04400	LotjaGi5g1v0191200, LotjaGi6g1v0005600
OG0004570	AT5G43830, AT3G22850	LotjaGi6g1v0002300, LotjaGi5g1v0309700
OG0004571	AT3G54040	LotjaGi3g1v0218300
OG0004572	AT2G38560	LotjaGi1g1v0305500
OG0004573	AT5G40400	LotjaGi2g1v0242000
OG0004574	AT3G53000	LotjaGi4g1v0192400_LC, LotjaGi1g1v0681500
OG0004575	AT2G21790	LotjaGi1g1v0314100, LotjaGi4g1v0406000
OG0004576	AT4G24140	LotjaGi5g1v0200400
OG0004577	AT4G12350, AT4G22680	LotjaGi4g1v0216700
OG0004578	AT2G21160	LotjaGi3g1v0531800
OG0004579	AT5G26850	LotjaGi5g1v0230300_LC, LotjaGi5g1v0230500, LotjaGi4g1v0162700_LC
OG0004580	AT5G60750	LotjaGi4g1v0431300, LotjaGi5g1v0294900
OG0004581	AT5G65160, AT5G10090	LotjaGi6g1v0086600
OG0004582	AT4G02620	LotjaGi4g1v0017750, LotjaGi1g1v0714300
OG0004583	AT3G29170	LotjaGi2g1v0054600_LC, LotjaGi3g1v0024900, LotjaGi6g1v0318600
OG0004584	AT4G23440	LotjaGi2g1v0434600, LotjaGi4g1v0428300
OG0004585	AT4G31300	LotjaGi1g1v0397200
OG0004586	AT5G11530	LotjaGi1g1v0401600
OG0004588	AT4G18010	LotjaGi2g1v0416100, LotjaGi4g1v0190000
OG0004589	AT2G45480	LotjaGi6g1v0359800_LC, LotjaGi3g1v0431300
OG0004590	AT1G14000	LotjaGi2g1v0300500, LotjaGi4g1v0089500
OG0004591	AT4G24200	LotjaGi5g1v0004900, LotjaGi5g1v0004800
OG0004592	AT1G79150	LotjaGi1g1v0447000
OG0004593	AT4G33625	LotjaGi4g1v0039400
OG0004594	AT2G19430	LotjaGi4g1v0311200
OG0004595	AT4G10840	LotjaGi3g1v0397400, LotjaGi4g1v0437600
OG0004596	AT3G29270	LotjaGi1g1v0508900, LotjaGi1g1v0533200, LotjaGi2g1v0263600
OG0004597	AT1G73805	LotjaGi2g1v0204900, LotjaGi4g1v0454100
OG0004598	AT2G36270	LotjaGi1g1v0676400, LotjaGi5g1v0095000
OG0004599	AT1G43770	LotjaGi2g1v0135700_LC
OG0004600	AT1G04980, AT2G32920	LotjaGi1g1v0068300
OG0004601	AT1G55900	LotjaGi1g1v0017100
OG0004602	AT3G47420	LotjaGi3g1v0544600
OG0004603	AT5G57070	LotjaGi6g1v0227900
OG0004604	AT5G09740, AT5G64610	LotjaGi3g1v0100200
OG0004605	AT5G60700	LotjaGi2g1v0358600, LotjaGi3g1v0164500
OG0004606	AT4G34770	LotjaGi3g1v0519500
OG0004607	AT4G08170	LotjaGi5g1v0319400, LotjaGi1g1v0410900
OG0004608	AT3G52770	LotjaGi1g1v0676700_LC
OG0004609	AT5G52920	LotjaGi5g1v0294300, LotjaGi2g1v0137500
OG0004610	AT1G10780	LotjaGi6g1v0359500, LotjaGi4g1v0389000
OG0004611	AT1G69680	LotjaGi2g1v0305600
OG0004612	AT5G64300	LotjaGi6g1v0350800, LotjaGi4g1v0038000
OG0004613	AT4G24560	LotjaGi1g1v0038900_LC, LotjaGi1g1v0138100, LotjaGi1g1v0347900
OG0004614	AT4G14570	LotjaGi6g1v0000900
OG0004615	AT4G37460	LotjaGi4g1v0098200, LotjaGi2g1v0406300
OG0004616	AT4G29230	LotjaGi2g1v0227600, LotjaGi4g1v0443500
OG0004617	AT2G35290	LotjaGi4g1v0188500, LotjaGi4g1v0186300, LotjaGi2g1v0414800
OG0004618	AT3G14850	LotjaGi3g1v0258900, LotjaGi3g1v0258700
OG0004619	AT3G54810	LotjaGi5g1v0274000
OG0004620	AT3G14070, AT1G54115	LotjaGi3g1v0413000
OG0004621	AT1G08860	LotjaGi1g1v0776600
OG0004623	AT3G25070	LotjaGi3g1v0085600
OG0004624	AT5G51970	LotjaGi2g1v0151100
OG0004625	AT2G44830	LotjaGi1g1v0495600, LotjaGi3g1v0067200, LotjaGi3g1v0010000
OG0004627	AT3G10920	LotjaGi1g1v0308600
OG0004628	AT1G02040	LotjaGi3g1v0204900
OG0004629	AT4G07990	LotjaGi5g1v0037700, LotjaGi1g1v0363800
OG0004630	AT1G12580	LotjaGi5g1v0305100, LotjaGi2g1v0150900
OG0004632	AT3G43240	LotjaGi3g1v0408800
OG0004633	AT3G14920	LotjaGi3g1v0041400
OG0004634	AT1G48140	LotjaGi1g1v0590400
OG0004635	AT5G55820	LotjaGi5g1v0342800
OG0004677	AT3G07950	LotjaGi2g1v0102900, LotjaGi5g1v0275700, LotjaGi3g1v0284200_LC
OG0004678	AT1G71695	LotjaGi5g1v0288500
OG0004679	AT2G19240, AT4G29950	LotjaGi6g1v0236000
OG0004680	AT4G26490, AT5G56050, AT5G56070	LotjaGi1g1v0012900, LotjaGi6g1v0139000
OG0004682	AT5G02200, AT2G37678	LotjaGi3g1v0226700
OG0004683	AT4G10925, AT4G23960	LotjaGi4g1v0436800
OG0004684	AT5G19090, AT3G06130	LotjaGi4g1v0352300
OG0004685	AT2G06050	LotjaGi4g1v0325700
OG0004686	AT1G07025, AT2G30160, AT1G07030	LotjaGi1g1v0114600
OG0004687	AT4G05220	LotjaGi5g1v0318400
OG0004688	AT5G15050	LotjaGi2g1v0255100
OG0004689	AT1G09795, AT1G58080	LotjaGi4g1v0352800
OG0004690	AT3G52760, AT2G36300	LotjaGi1g1v0676600
OG0004691	AT2G32950	LotjaGi1g1v0067500
OG0004692	AT3G09920	LotjaGi5g1v0085000
OG0004693	AT1G53645	LotjaGi6g1v0264400
OG0004694	AT4G02510	LotjaGi4g1v0385900
OG0004695	AT5G65120, AT5G10110	LotjaGi4g1v0399300
OG0004696	AT1G72330, AT1G17290	LotjaGi3g1v0408000
OG0004697	AT1G65220, AT5G36230	LotjaGi1g1v0485800
OG0004698	AT2G46290, AT2G46280, AT5G57650	LotjaGi1g1v0345700
OG0004699	AT4G12800	LotjaGi1g1v0484800
OG0004700	AT5G66760, AT2G18450	LotjaGi4g1v0116700
OG0004702	AT5G11320, AT4G32540	LotjaGi5g1v0062400
OG0004703	AT1G50950, AT3G20560, AT4G27080	LotjaGi3g1v0149200, LotjaGi3g1v0237800
OG0004704	AT2G19490	LotjaGi4g1v0310500, LotjaGi6g1v0230700
OG0004705	AT3G12050	LotjaGi1g1v0279300, LotjaGi5g1v0117100
OG0004706	AT4G34970, AT2G16700	LotjaGi3g1v0521900
OG0004707	AT3G08040	LotjaGi1g1v0579100, LotjaGi3g1v0122700, LotjaGi3g1v0060700
OG0004708	AT3G02590, AT3G02580	LotjaGi2g1v0075000
OG0004709	AT4G13850, AT3G23830	LotjaGi6g1v0040400
OG0004710	AT1G63450, AT5G41250	LotjaGi2g1v0433800
OG0004711	AT1G37130, AT1G77760	LotjaGi1g1v0152000
OG0004712	AT5G57190	LotjaGi6g1v0355200
OG0004713	AT2G17640, AT4G35640	LotjaGi2g1v0356400
OG0004714	AT1G29150	LotjaGi1g1v0397800, LotjaGi1g1v0485700
OG0004715	AT1G05900, AT2G31450	LotjaGi3g1v0497800
OG0004717	AT4G02300, AT4G02320	LotjaGi5g1v0249300
OG0004718	AT4G00520, AT1G01710	LotjaGi1g1v0475300, LotjaGi3g1v0382800
OG0004719	AT2G02180, AT1G14530	LotjaGi4g1v0017300, LotjaGi2g1v0007100
OG0004721	AT1G31480	LotjaGi3g1v0555800
OG0004722	AT5G55900	LotjaGi1g1v0015500
OG0004723	AT2G47470	LotjaGi1g1v0747800, LotjaGi5g1v0246900
OG0004724	AT1G09790	LotjaGi6g1v0362700
OG0004725	AT2G46890	LotjaGi1g1v0798300, LotjaGi3g1v0405800
OG0004726	AT1G01300	LotjaGi1g1v0793100
OG0004727	AT1G22180, AT4G08690	LotjaGi1g1v0213500_LC, LotjaGi1g1v0147700
OG0004728	AT1G14180, AT5G18260	LotjaGi2g1v0301900
OG0004729	AT5G23950	LotjaGi2g1v0121800
OG0004732	AT1G09710, AT1G58220	LotjaGi1g1v0345800
OG0004733	AT3G03530, AT3G03520, AT3G03540	LotjaGi3g1v0261200, LotjaGi3g1v0261100
OG0004734	AT3G27700	LotjaGi2g1v0241900
OG0004735	AT1G28510	LotjaGi6g1v0327200, LotjaGi3g1v0244200
OG0004736	AT4G34150	LotjaGi2g1v0461600_LC
OG0004737	AT5G60960	LotjaGi2g1v0192000, LotjaGi2g1v0192200_LC, LotjaGi2g1v0192300_LC, LotjaGi1g1v0345000_LC
OG0004738	AT2G01290, AT1G71100	LotjaGi5g1v0331100
OG0004739	AT5G64840, AT5G09930	LotjaGi4g1v0403500, LotjaGi1g1v0312300
OG0004740	AT4G38570	LotjaGi3g1v0519900
OG0004741	AT2G37660	LotjaGi1g1v0579500
OG0004741	AT5G02240	LotjaGi3g1v0226300
OG0004742	AT4G31760, AT2G24800	LotjaGi1g1v0375600
OG0004743	AT5G65980, AT2G17500	LotjaGi2g1v0353700, LotjaGi4g1v0138300
OG0004744	AT1G05870, AT2G31560, AT2G43340	LotjaGi5g1v0363300
OG0004745	AT2G34650	LotjaGi6g1v0311600, LotjaGi4g1v0390700
OG0004746	AT2G31670, AT1G51360	LotjaGi4g1v0326900
OG0004747	AT4G37450, AT2G23130	LotjaGi2g1v0406200
